line,bus_from,bus_to,angle_max_deg,angle_min_deg,b_pu,g_pu,r_pu,rating_MVA,transformer,x_pu
56,2447,8021,60.00014031,-60.00014031,0.000150497,0,0.000452089,154,FALSE,0.002462921
57,2418,8021,60.00014031,-60.00014031,0.000169311,0,0.000973699,110,FALSE,0.003297484
58,2416,8021,60.00014031,-60.00014031,0.000131585,0,0.000756738,110,FALSE,0.002562736
58,2416,8021,60.00014031,-60.00014031,0.000131585,0,0.000756738,110,FALSE,0.002562736
59,2363,2364,60.00014031,-60.00014031,0.000837047,0,0.016685018,57,FALSE,0.022936002
60,2363,2448,60.00014031,-60.00014031,0.000773472,0,0.015417776,57,FALSE,0.021193977
61,2364,2448,60.00014031,-60.00014031,3.82262E-05,0,0.000895991,82,FALSE,0.001069616
62,2448,2449,60.00014031,-60.00014031,6.38058E-05,0,0.002054808,70,FALSE,0.001924522
63,2450,6732,60.00014031,-60.00014031,0.000126762,0,0.001954469,64,FALSE,0.003278693
64,6732,5715,60.00014031,-60.00014031,0.000109445,0,0.000844547,92,FALSE,0.002307324
65,2451,6731,60.00014031,-60.00014031,2.4996E-05,0,0.000762009,57,FALSE,0.001565961
66,6731,2452,60.00014031,-60.00014031,0.000210009,0,0.008207151,41,FALSE,0.015511133
67,2449,2451,60.00014031,-60.00014031,1.9906E-05,0,0.000473987,64,FALSE,0.001200596
68,2451,2452,60.00014031,-60.00014031,0.000362061,0,0.005582387,64,FALSE,0.009364664
69,2450,2452,60.00014031,-60.00014031,6.27328E-05,0,0.000360774,110,FALSE,0.00122178
70,2453,2450,60.00014031,-60.00014031,0.000597712,0,0.016014366,64,FALSE,0.045443896
71,2454,2453,60.00014031,-60.00014031,0.000192019,0,0.001104291,110,FALSE,0.003739743
71,2454,2453,60.00014031,-60.00014031,0.000192019,0,0.001104291,110,FALSE,0.003739743
72,2454,2455,60.00014031,-60.00014031,0.000358078,0,0.002059292,110,FALSE,0.006973909
72,2454,2455,60.00014031,-60.00014031,0.000358078,0,0.002059292,110,FALSE,0.006973909
73,2454,2365,60.00014031,-60.00014031,0.00033719,0,0.001012908,308,FALSE,0.005518201
74,2455,2456,60.00014031,-60.00014031,0.000212274,0,0.009721855,78,FALSE,0.017541482
75,2456,8021,60.00014031,-60.00014031,0.000771123,0,0.004434613,110,FALSE,0.015018186
76,2448,2457,60.00014031,-60.00014031,0.000723765,0,0.011159229,64,FALSE,0.018720069
77,2457,6733,60.00014031,-60.00014031,0.000105528,0,0.00257262,64,FALSE,0.006667375
78,6733,2458,60.00014031,-60.00014031,0.000133365,0,0.00416078,57,FALSE,0.008744835
79,2439,1868,60.00014031,-60.00014031,2.25854E-05,0,0.000727344,70,FALSE,0.000681226
80,5699,2032,60.00014031,-60.00014031,0.00099988,0,0.010152184,80,FALSE,0.022386969
81,2459,780,60.00014031,-60.00014031,0.192198063,0,0.003192287,1227.6,FALSE,0.054255835
82,8185,2459,60.00014031,-60.00014031,0.02427521,0,0.000885262,1273.8,FALSE,0.012179896
83,8204,8522,60.00014031,-60.00014031,0.196516247,0,0.015078694,366,FALSE,0.09819633
84,2385,2460,60.00014031,-60.00014031,6.18506E-05,0,0.004455976,30,FALSE,0.004377275
85,2465,2461,60.00014031,-60.00014031,0.00021546,0,0.011840255,35,FALSE,0.017957737
86,6742,2465,60.00014031,-60.00014031,0.00063423,0,0.075288796,24,FALSE,0.059015489
87,2461,2387,60.00014031,-60.00014031,3.35E-06,0,0.00025138,30,FALSE,0.000256682
88,2460,6742,60.00014031,-60.00014031,0.001221636,0,0.088007898,30,FALSE,0.086456601
89,2460,2462,60.00014031,-60.00014031,0.00015992,0,0.018984254,24,FALSE,0.014880672
90,2462,2386,60.00014031,-60.00014031,0.000209923,0,0.016281686,30,FALSE,0.017129926
91,2461,2463,60.00014031,-60.00014031,7.79752E-05,0,0.009256507,24,FALSE,0.007255641
92,2463,2462,60.00014031,-60.00014031,7.1505E-05,0,0.002701476,41,FALSE,0.004947968
93,2463,2464,60.00014031,-60.00014031,0.000580074,0,0.021467881,41,FALSE,0.03858588
94,2475,2469,60.00014031,-60.00014031,0.000257168,0,0.028022293,24,FALSE,0.0202571
95,2471,2394,60.00014031,-60.00014031,4.78E-06,0,0.000554763,24,FALSE,0.000425534
96,2471,2470,60.00014031,-60.00014031,9.83E-06,0,0.001090825,24,FALSE,0.00080255
96,2471,2470,60.00014031,-60.00014031,9.83E-06,0,0.001090825,24,FALSE,0.00080255
97,2469,2470,60.00014031,-60.00014031,5.51851E-05,0,0.002703506,35,FALSE,0.003688425
98,2464,2475,60.00014031,-60.00014031,0.000173162,0,0.005513221,57,FALSE,0.011814504
99,2464,2391,60.00014031,-60.00014031,7.82098E-05,0,0.003999847,35,FALSE,0.005678045
100,2465,2466,60.00014031,-60.00014031,0.000150829,0,0.011110325,30,FALSE,0.011142801
101,2466,2388,60.00014031,-60.00014031,5.88002E-05,0,0.001792536,57,FALSE,0.003683739
102,2466,2467,60.00014031,-60.00014031,0.000240059,0,0.009762219,41,FALSE,0.019132099
103,2467,2391,60.00014031,-60.00014031,6.17401E-05,0,0.004637505,30,FALSE,0.004735323
104,2467,2468,60.00014031,-60.00014031,0.000252483,0,0.009866997,41,FALSE,0.018648171
105,2468,2392,60.00014031,-60.00014031,5.33E-06,0,0.000568404,24,FALSE,0.000402628
106,2468,2469,60.00014031,-60.00014031,0.0002096,0,0.011518222,35,FALSE,0.017469318
107,2470,2393,60.00014031,-60.00014031,0.000134252,0,0.007096387,35,FALSE,0.010387468
108,2397,2477,60.00014031,-60.00014031,1.26934E-05,0,0.000914486,30,FALSE,0.000898335
109,2477,2396,60.00014031,-60.00014031,0.000259204,0,0.012992405,35,FALSE,0.018107009
110,2396,2472,60.00014031,-60.00014031,0.000293382,0,0.012059914,41,FALSE,0.023877511
111,2472,2395,60.00014031,-60.00014031,2.14985E-05,0,0.000535047,64,FALSE,0.001414384
112,2471,2470,60.00014031,-60.00014031,9.41E-06,0,0.001092126,24,FALSE,0.000837722
112,2471,2470,60.00014031,-60.00014031,9.41E-06,0,0.001092126,24,FALSE,0.000837722
113,2472,2474,60.00014031,-60.00014031,2.05493E-05,0,0.00074286,41,FALSE,0.001306403
114,2474,2473,60.00014031,-60.00014031,0.000190379,0,0.02074466,24,FALSE,0.014996138
115,2474,2471,60.00014031,-60.00014031,0.000212716,0,0.005476536,64,FALSE,0.01496127
116,2475,2473,60.00014031,-60.00014031,0.000283116,0,0.023038858,30,FALSE,0.025339872
117,2476,2390,60.00014031,-60.00014031,3.56279E-05,0,0.00395541,24,FALSE,0.002910103
118,2473,2476,60.00014031,-60.00014031,0.000278313,0,0.0114405,41,FALSE,0.022651124
119,2476,2389,60.00014031,-60.00014031,8.39303E-05,0,0.006509676,30,FALSE,0.006848809
120,2477,2272,60.00014031,-60.00014031,0.000806493,0,0.03279618,41,FALSE,0.064274937
121,8619,2330,60.00014031,-60.00014031,8.77E-06,0,0.000448571,35,FALSE,0.000636775
122,2330,8563,60.00014031,-60.00014031,0.000693061,0,0.028183626,41,FALSE,0.055234958
123,2478,1446,60.00014031,-60.00014031,0.006934167,0,0.020950642,256,FALSE,0.061786123
124,2479,1446,60.00014031,-60.00014031,0.000540108,0,0.000638683,219,FALSE,0.003968425
125,2480,1446,60.00014031,-60.00014031,0.00049022,0,0.00148219,128,FALSE,0.004369779
126,2481,2487,60.00014031,-60.00014031,0.025472179,0,0.080933471,118,FALSE,0.203648563
127,2487,2486,60.00014031,-60.00014031,1.0456E-05,0,3.40624E-05,118,FALSE,8.75605E-05
128,2486,2482,60.00014031,-60.00014031,0.00410591,0,0.013374996,118,FALSE,0.034382538
129,8444,2478,60.00014031,-60.00014031,0.010756284,0,0.029526302,256,FALSE,0.079473042
130,8444,2483,60.00014031,-60.00014031,0.008351641,0,0.028864899,118,FALSE,0.078595862
131,2484,2489,60.00014031,-60.00014031,0.006619278,0,0.014042449,318,FALSE,0.057993027
132,2489,8336,60.00014031,-60.00014031,0.027458645,0,0.089216849,118,FALSE,0.229617762
133,1446,2485,60.00014031,-60.00014031,0.001208654,0,0.002355508,159,FALSE,0.008953364
134,8000,2486,60.00014031,-60.00014031,0.000350162,0,0.000838584,142,FALSE,0.002735073
135,8000,2487,60.00014031,-60.00014031,0.000340452,0,0.00108407,118,FALSE,0.002725055
136,2488,2489,60.00014031,-60.00014031,0.000433758,0,0.000742877,175,FALSE,0.003310225
137,8234,8486,60.00014031,-60.00014031,0.075168652,0,0.00614914,732,FALSE,0.042449093
138,778,2528,60.00014031,-60.00014031,1.71196E-05,0,3.20004E-05,175,FALSE,0.000155297
139,2618,775,60.00014031,-60.00014031,1.949E-05,0,1.75382E-05,250,FALSE,0.000138175
140,2534,2500,60.00014031,-60.00014031,0.00378957,0,0.001571484,437,FALSE,0.013533367
141,2528,2534,60.00014031,-60.00014031,0.004545919,0,0.006533069,191,FALSE,0.03227507
142,2500,2618,60.00014031,-60.00014031,0.006328128,0,0.007770532,219,FALSE,0.050054075
143,8328,2622,60.00014031,-60.00014031,0.042113547,0,0.003521842,732,FALSE,0.024711831
144,2622,8486,60.00014031,-60.00014031,0.000227634,0,1.52014E-05,383,FALSE,0.000107514
145,7753,2498,60.00014031,-60.00014031,0.014266589,0,0.012114339,261,FALSE,0.103921648
146,2498,1718,60.00014031,-60.00014031,0.004105674,0,0.014544856,118,FALSE,0.040560504
147,203,2538,60.00014031,-60.00014031,0.000782513,0,0.000287502,437,FALSE,0.002200478
148,2546,2490,60.00014031,-60.00014031,0.003325558,0,0.005117,185,FALSE,0.024969981
149,2538,2546,60.00014031,-60.00014031,0.001684117,0,0.004033164,142,FALSE,0.013154372
150,2491,2575,60.00014031,-60.00014031,0.003513327,0,0.005332669,191,FALSE,0.027777507
151,2575,8306,60.00014031,-60.00014031,0.006133115,0,0.021725459,129.8,FALSE,0.060587027
152,2542,2492,60.00014031,-60.00014031,0.001144136,0,0.002229773,159,FALSE,0.008475438
153,8306,2542,60.00014031,-60.00014031,0.00130902,0,0.000365492,523,FALSE,0.004077853
154,2491,8329,60.00014031,-60.00014031,0.000253556,0,0.000129356,381,FALSE,0.000896871
155,8235,198,60.00014031,-60.00014031,0.036748088,0,0.044929977,219,FALSE,0.289929958
156,7753,7611,60.00014031,-60.00014031,0.000327568,0,0.000259365,250,FALSE,0.001806834
157,7611,2619,60.00014031,-60.00014031,0.050537933,0,0.061546066,177.755244,FALSE,0.397797986
157,7611,2619,60.00014031,-60.00014031,0.050537933,0,0.061546066,177.755244,FALSE,0.397797986
158,2619,8235,60.00014031,-60.00014031,0.004937466,0,0.004533768,250,FALSE,0.036423688
159,200,8141,60.00014031,-60.00014031,0.001058194,0,0.122756307,194.4,FALSE,0.094165141
160,8487,2611,60.00014031,-60.00014031,0.00450209,0,0.011359223,426,FALSE,0.038967256
160,8487,2611,60.00014031,-60.00014031,0.00450209,0,0.011359223,426,FALSE,0.038967256
160,8487,2611,60.00014031,-60.00014031,0.00450209,0,0.011359223,426,FALSE,0.038967256
161,2611,2493,60.00014031,-60.00014031,0.003991249,0,0.012708292,118,FALSE,0.031945944
162,2494,198,60.00014031,-60.00014031,0.004506689,0,0.011159836,142,FALSE,0.037601218
163,2494,7753,60.00014031,-60.00014031,0.023919013,0,0.027927404,219,FALSE,0.17181573
164,198,8768,60.00014031,-60.00014031,0.044445938,0,0.045313102,300.1100738,FALSE,0.353423715
165,205,2506,60.00014031,-60.00014031,0.012230908,0,0.011041291,261,FALSE,0.100446442
166,2506,1043,60.00014031,-60.00014031,0.006431621,0,0.02054891,128,FALSE,0.063907473
167,2495,2496,60.00014031,-60.00014031,0.001170532,0,0.003095804,128,FALSE,0.008023307
168,1718,1528,60.00014031,-60.00014031,0.024339202,0,0.047347517,159,FALSE,0.180109905
169,7765,2408,60.00014031,-60.00014031,0.003250284,0,0.010895066,118,FALSE,0.028794109
170,7765,2497,60.00014031,-60.00014031,0.001766885,0,0.001572231,250,FALSE,0.0122539
171,2497,2498,60.00014031,-60.00014031,0.027003295,0,0.077364791,128,FALSE,0.217253414
172,196,2497,60.00014031,-60.00014031,0.000726106,0,0.000411768,347,FALSE,0.005507129
173,2499,2617,60.00014031,-60.00014031,8.82876E-05,0,0.002273036,64,FALSE,0.006209671
174,2617,8305,60.00014031,-60.00014031,0.001194153,0,0.032340962,64,FALSE,0.09275955
175,7764,195,60.00014031,-60.00014031,0.003401248,0,0.139759104,41,FALSE,0.276764154
176,2500,2501,60.00014031,-60.00014031,5.11692E-05,0,0.000166693,118,FALSE,0.0004285
177,777,2523,60.00014031,-60.00014031,0.011323823,0,0.019030017,185,FALSE,0.101177606
178,2523,2521,60.00014031,-60.00014031,0.003013256,0,0.003704697,205,FALSE,0.020555497
179,2521,1872,60.00014031,-60.00014031,4.52461E-05,0,4.02618E-05,250,FALSE,0.000313798
180,8235,774,60.00014031,-60.00014031,0.005542549,0,0.013583573,142,FALSE,0.045315475
181,196,2502,60.00014031,-60.00014031,0.001055186,0,0.001147974,219,FALSE,0.006583009
182,1718,2503,60.00014031,-60.00014031,0.003789367,0,0.012343965,118,FALSE,0.031731985
183,2503,1719,60.00014031,-60.00014031,2.59035E-05,0,4.57074E-05,175,FALSE,0.000209683
184,2503,194,60.00014031,-60.00014031,0.004392859,0,0.011617564,128,FALSE,0.030109616
185,1872,2504,60.00014031,-60.00014031,0.000661907,0,0.00221882,200.6,FALSE,0.005863924
186,2504,8235,60.00014031,-60.00014031,0.000928579,0,0.001428829,370,FALSE,0.006972343
186,2504,8235,60.00014031,-60.00014031,0.000928579,0,0.001428829,629,FALSE,0.006972343
187,2504,8235,60.00014031,-60.00014031,0.001743304,0,0.005679085,118,FALSE,0.01459866
187,2504,8235,60.00014031,-60.00014031,0.001743304,0,0.005679085,200.6,FALSE,0.01459866
188,8234,2505,60.00014031,-60.00014031,0.036444974,0,0.000839388,834,FALSE,0.010703627
189,202,182,60.00014031,-60.00014031,0.008347286,0,0.012667454,191,FALSE,0.065989066
190,182,2506,60.00014031,-60.00014031,0.005414053,0,0.005607139,230,FALSE,0.038489614
191,2507,1869,60.00014031,-60.00014031,0.001581118,0,0.001306914,250,FALSE,0.00948862
192,771,5545,60.00014031,-60.00014031,3.64998E-05,0,6.1039E-05,175,FALSE,0.000265665
193,5545,5543,60.00014031,-60.00014031,0.000892477,0,0.000758305,261,FALSE,0.006503419
194,5543,5527,60.00014031,-60.00014031,0.001577996,0,0.001298909,261,FALSE,0.010805621
195,5527,2507,60.00014031,-60.00014031,0.003493091,0,0.003962885,230,FALSE,0.029695993
196,2507,1525,60.00014031,-60.00014031,1.82016E-05,0,4.50756E-05,142,FALSE,0.00015187
197,1869,2508,60.00014031,-60.00014031,0.002854561,0,0.002785307,250,FALSE,0.023723718
198,2508,2509,60.00014031,-60.00014031,0.000887093,0,0.00107012,219,FALSE,0.006777736
199,2509,2028,60.00014031,-60.00014031,2.29582E-05,0,4.05102E-05,175,FALSE,0.000185841
200,2509,2526,60.00014031,-60.00014031,0.002439571,0,0.001201527,381,FALSE,0.008046169
201,2526,2511,60.00014031,-60.00014031,0.000196455,0,0.000598743,118,FALSE,0.001442854
202,2511,2510,60.00014031,-60.00014031,1.72966E-05,0,5.07184E-05,118,FALSE,0.00011773
203,2511,2519,60.00014031,-60.00014031,0.000367948,0,0.000881179,142,FALSE,0.002873999
204,2519,2512,60.00014031,-60.00014031,0.001622354,0,0.000981861,317,FALSE,0.01052364
205,2513,1872,60.00014031,-60.00014031,0.002708272,0,0.009078332,118,FALSE,0.023992608
206,770,2518,60.00014031,-60.00014031,8.01162E-05,0,0.000260994,118,FALSE,0.000670907
207,2518,2515,60.00014031,-60.00014031,0.001115873,0,0.003553158,118,FALSE,0.00893168
208,2515,2514,60.00014031,-60.00014031,9.91E-06,0,3.15424E-05,118,FALSE,7.92889E-05
209,2515,2516,60.00014031,-60.00014031,0.000444468,0,0.0013033,118,FALSE,0.003025275
210,2516,2508,60.00014031,-60.00014031,0.00074547,0,0.000396686,347,FALSE,0.004990049
211,2508,2517,60.00014031,-60.00014031,0.000633337,0,0.000549546,250,FALSE,0.004179411
212,2520,1870,60.00014031,-60.00014031,0.000129622,0,0.000441772,118,FALSE,0.001186
213,2517,2520,60.00014031,-60.00014031,0.002783159,0,0.001136161,437,FALSE,0.009635456
214,2516,2517,60.00014031,-60.00014031,0.000480255,0,0.000561698,219,FALSE,0.003453266
215,2518,2519,60.00014031,-60.00014031,0.000483427,0,0.001539331,118,FALSE,0.003869457
216,2520,2522,60.00014031,-60.00014031,0.00106178,0,0.000346469,501,FALSE,0.003920886
217,2522,779,60.00014031,-60.00014031,0.000620514,0,0.000460678,293,FALSE,0.004942809
218,779,2521,60.00014031,-60.00014031,0.003408177,0,0.002698485,250,FALSE,0.018798869
219,2522,2523,60.00014031,-60.00014031,0.001698705,0,0.001001595,317,FALSE,0.010466617
220,1527,6648,60.00014031,-60.00014031,0.000349044,0,0.001023491,118,FALSE,0.002375769
221,6648,2524,60.00014031,-60.00014031,0.001195193,0,0.003161025,128,FALSE,0.008192338
222,2524,1873,60.00014031,-60.00014031,2.84039E-05,0,9.52146E-05,118,FALSE,0.000251634
223,2524,2525,60.00014031,-60.00014031,0.001639821,0,0.003927084,142,FALSE,0.012808385
224,2525,772,60.00014031,-60.00014031,3.75578E-05,0,4.61773E-05,205,FALSE,0.000256212
225,2525,2527,60.00014031,-60.00014031,0.000608827,0,0.001394511,142,FALSE,0.004358742
226,2527,2526,60.00014031,-60.00014031,0.00170602,0,0.002149968,205,FALSE,0.012221268
227,2527,1874,60.00014031,-60.00014031,0.003403169,0,0.005111389,185,FALSE,0.024361298
228,1872,2531,60.00014031,-60.00014031,0.000892217,0,0.002851096,128,FALSE,0.008866302
229,2537,2536,60.00014031,-60.00014031,0.001724849,0,0.002120681,205,FALSE,0.011766508
230,2536,188,60.00014031,-60.00014031,3.06122E-05,0,7.72434E-05,142,FALSE,0.000264971
231,2535,2532,60.00014031,-60.00014031,0.006188097,0,0.00771647,219,FALSE,0.050458024
232,2532,2537,60.00014031,-60.00014031,0.005290136,0,0.004777588,261,FALSE,0.043456049
233,2531,2535,60.00014031,-60.00014031,0.002865097,0,0.001411101,381,FALSE,0.00944962
234,2528,2530,60.00014031,-60.00014031,0.00088534,0,0.002829122,128,FALSE,0.008797967
235,2530,2529,60.00014031,-60.00014031,0.001107872,0,0.001631354,191,FALSE,0.008252221
236,2529,1871,60.00014031,-60.00014031,2.34597E-05,0,7.86407E-05,118,FALSE,0.000207832
237,2529,1872,60.00014031,-60.00014031,0.001361318,0,0.000625852,381,FALSE,0.003920309
238,2530,2531,60.00014031,-60.00014031,0.00115409,0,0.003868683,118,FALSE,0.010224219
239,2532,2533,60.00014031,-60.00014031,0.001124588,0,0.002191676,159,FALSE,0.008330632
240,2533,2029,60.00014031,-60.00014031,1.07964E-05,0,3.51712E-05,118,FALSE,9.04107E-05
241,2533,2534,60.00014031,-60.00014031,0.002412771,0,0.002752945,219,FALSE,0.016522409
242,2535,1874,60.00014031,-60.00014031,0.002490215,0,0.00343524,205,FALSE,0.021317471
243,202,2616,60.00014031,-60.00014031,0.003540664,0,0.00146827,437,FALSE,0.012644492
244,2616,2536,60.00014031,-60.00014031,0.005791047,0,0.005576454,230,FALSE,0.035690565
245,776,2537,60.00014031,-60.00014031,0.000474207,0,0.00158962,118,FALSE,0.004201065
246,1523,2594,60.00014031,-60.00014031,0.001243247,0,0.000507532,437,FALSE,0.004304215
247,2594,8142,60.00014031,-60.00014031,0.001951015,0,0.005898855,128,FALSE,0.017391046
248,8142,203,60.00014031,-60.00014031,0.003800593,0,0.005656867,210.1,FALSE,0.028915992
249,2538,2539,60.00014031,-60.00014031,0.00107563,0,0.003160521,128,FALSE,0.009064757
250,2539,197,60.00014031,-60.00014031,3.97509E-05,0,6.80795E-05,175,FALSE,0.000303359
251,2539,2545,60.00014031,-60.00014031,0.001778282,0,0.000997046,317,FALSE,0.009930548
252,2545,8218,60.00014031,-60.00014031,0.000727146,0,0.000412358,347,FALSE,0.005515021
253,204,2550,60.00014031,-60.00014031,0.000976802,0,0.006114732,197.4,FALSE,0.053897126
254,2550,2540,60.00014031,-60.00014031,0.000847464,0,0.022705675,64,FALSE,0.064432124
255,2540,2041,60.00014031,-60.00014031,3.47748E-05,0,0.001060117,91.2,FALSE,0.002178586
256,2540,2569,60.00014031,-60.00014031,0.000135453,0,0.004401309,118.9,FALSE,0.007025249
257,2569,2548,60.00014031,-60.00014031,2.17421E-05,0,0.000517707,128,FALSE,0.001311337
258,2552,8088,60.00014031,-60.00014031,8.43826E-05,0,0.002009254,89.6,FALSE,0.005089383
259,2549,2552,60.00014031,-60.00014031,0.000175381,0,0.006004031,57,FALSE,0.013793705
260,2548,2549,60.00014031,-60.00014031,0.000122078,0,0.006708626,80.5,FALSE,0.010174752
261,2541,8089,60.00014031,-60.00014031,0.000297703,0,0.000969825,118,FALSE,0.002493021
262,8089,2556,60.00014031,-60.00014031,0.000536653,0,0.000316425,317,FALSE,0.003306614
263,2556,2492,60.00014031,-60.00014031,0.000112744,0,0.000351558,128,FALSE,0.00106754
264,2492,7753,60.00014031,-60.00014031,0.000401242,0,0.00088361,142,FALSE,0.002659515
265,2542,2543,60.00014031,-60.00014031,0.001560409,0,0.005083286,118,FALSE,0.013067087
266,8150,8495,60.00014031,-60.00014031,2.93821E-05,0,7.84242E-05,142,FALSE,0.000283969
267,2560,2544,60.00014031,-60.00014031,0.005804092,0,0.005589013,230,FALSE,0.035770949
268,2544,8150,60.00014031,-60.00014031,0.002410935,0,0.001459103,317,FALSE,0.015638806
269,2543,2560,60.00014031,-60.00014031,0.001109031,0,0.003612863,118,FALSE,0.009287202
270,2543,2042,60.00014031,-60.00014031,0.000545804,0,0.000837258,175,FALSE,0.003350529
271,2544,8472,60.00014031,-60.00014031,0.001290326,0,0.004203457,118,FALSE,0.010805387
