bus,generator,site,c0_USD,c1_USDperMWh,c2_USDperMWh2,cap_existing_power_MW,cap_max_power_MW,cost_fixed_power_USDperkW,cost_variable_USDperMWh,technology
1483,cats_17,no_capacity_factor,2076.3,19.79,0.0028305,806,806,0,109.5372059090909,natural gas steam turbine
7747,cats_18,no_capacity_factor,469.549327,22.6772275,0.013315533,163.2,163.2,0,109.5372059090909,natural gas steam turbine
7747,cats_19,no_capacity_factor,469.549327,22.6772275,0.013315533,163.2,163.2,0,109.5372059090909,natural gas steam turbine
7747,cats_20,no_capacity_factor,1187.18678,21.031305,0.003724619,495,495,0,109.5372059090909,natural gas steam turbine
7808,cats_21,no_capacity_factor,2635.89483,9.85465117,0.007460776,164.6,164.6,0,73.77191499999999,natural gas fired combined cycle
7808,cats_22,no_capacity_factor,2635.89483,9.85465117,0.007460776,164.6,164.6,0,73.77191499999999,natural gas fired combined cycle
7808,cats_23,no_capacity_factor,714.197795,13.5442631,0.02801483,189.2,189.2,0,73.77191499999999,natural gas fired combined cycle
7808,cats_24,no_capacity_factor,2635.89483,9.85465117,0.007460776,164.6,164.6,0,73.77191499999999,natural gas fired combined cycle
7808,cats_25,no_capacity_factor,2635.89483,9.85465117,0.007460776,164.6,164.6,0,73.77191499999999,natural gas fired combined cycle
7808,cats_26,no_capacity_factor,714.197795,13.5442631,0.02801483,189.2,189.2,0,73.77191499999999,natural gas fired combined cycle
1693,cats_27,no_capacity_factor,230.144388,16.3717119,0.11955343,20,20,0,135.92823999999996,natural gas fired combined cycle
1693,cats_28,no_capacity_factor,230.144388,16.3717119,0.11955343,20,20,0,135.92823999999996,natural gas fired combined cycle
1693,cats_29,no_capacity_factor,164.808375,25.1702183,0.063206218,50,50,0,135.92823999999996,natural gas steam turbine
1693,cats_30,no_capacity_factor,164.808375,25.1702183,0.063206218,50,50,0,135.92823999999996,natural gas steam turbine
1693,cats_31,no_capacity_factor,475.10697,9.8240636,0.025784945,25.4,25.4,0,135.92823999999996,natural gas fired combined cycle
1693,cats_32,no_capacity_factor,1030.64543,9.82406397,0.011886341,55.1,55.1,0,135.92823999999996,natural gas fired combined cycle
1693,cats_33,no_capacity_factor,290.065816,14.495962,0.059122552,57.4,57.4,0,140.69823999999997,natural gas fired combustion turbine
7751,cats_34,no_capacity_factor,411.887105,16.3717118,0.066698734,34.5,34.5,0,98.328475,natural gas fired combined cycle
7751,cats_35,no_capacity_factor,1648.14099,9.50758888,0.012524817,89.9,89.9,0,98.328475,natural gas fired combined cycle
7751,cats_36,no_capacity_factor,915.141767,15.858002900000002,0.028560511000000004,65.9,65.9,0,98.328475,natural gas fired combined cycle
7751,cats_37,no_capacity_factor,314.917371,13.5754577,0.030947744000000003,43.2,43.2,0,98.328475,natural gas fired combined cycle
7751,cats_38,no_capacity_factor,314.917371,13.5754577,0.030947744000000003,43.2,43.2,0,98.328475,natural gas fired combined cycle
7751,cats_39,no_capacity_factor,248.251086,24.5037276,0.030580892000000002,81.6,81.6,0,98.328475,natural gas steam turbine
346,cats_40,no_capacity_factor,1399.03018,8.49648297,0.045648313,85.3,85.3,0,89.67541309999999,natural gas fired combined cycle
346,cats_41,no_capacity_factor,1399.03018,8.49648297,0.045648313,85.3,85.3,0,89.67541309999999,natural gas fired combined cycle
346,cats_42,no_capacity_factor,848.043789,15.9947772,0.032401462,75,75,0,89.67541309999999,natural gas fired combined cycle
346,cats_43,no_capacity_factor,299.144996,14.447975700000002,0.061704604,60.5,60.5,0,127.6073893556701,natural gas fired combustion turbine
346,cats_44,no_capacity_factor,299.144996,14.447975700000002,0.061704604,60.5,60.5,0,127.6073893556701,natural gas fired combustion turbine
346,cats_45,no_capacity_factor,299.144996,14.447975700000002,0.061704604,60.5,60.5,0,127.6073893556701,natural gas fired combustion turbine
346,cats_46,no_capacity_factor,299.144996,14.447975700000002,0.061704604,60.5,60.5,0,127.6073893556701,natural gas fired combustion turbine
346,cats_47,no_capacity_factor,299.144996,14.447975700000002,0.061704604,60.5,60.5,0,127.6073893556701,natural gas fired combustion turbine
2401,cats_48,no_capacity_factor,632.873059,21.8534111,0.00927701,230,230,0,82.793095,natural gas steam turbine
2401,cats_49,no_capacity_factor,1415.75836,10.436742900000002,0.030006828000000003,182.8,182.8,0,82.793095,natural gas fired combined cycle
2401,cats_50,no_capacity_factor,372.365163,16.8059313,0.011923608,108.2,108.2,0,87.56309499999999,natural gas fired combustion turbine
2401,cats_51,no_capacity_factor,372.365163,16.8059313,0.011923608,108.2,108.2,0,87.56309499999999,natural gas fired combustion turbine
2401,cats_52,no_capacity_factor,372.365163,16.8059313,0.011923608,108.2,108.2,0,87.56309499999999,natural gas fired combustion turbine
2401,cats_53,no_capacity_factor,372.365163,16.8059313,0.011923608,108.2,108.2,0,87.56309499999999,natural gas fired combustion turbine
2401,cats_54,no_capacity_factor,372.365163,16.8059313,0.011923608,108.2,108.2,0,87.56309499999999,natural gas fired combustion turbine
2401,cats_55,no_capacity_factor,372.365163,16.8059313,0.011923608,108.2,108.2,0,87.56309499999999,natural gas fired combustion turbine
2401,cats_56,no_capacity_factor,632.873059,21.8534111,0.00927701,230,230,0,82.793095,natural gas steam turbine
2401,cats_57,no_capacity_factor,979.430278,13.3790287,0.019990904,264.3,264.3,0,82.793095,natural gas fired combined cycle
2401,cats_58,no_capacity_factor,1415.75836,10.436742900000002,0.030006828000000003,182.8,182.8,0,82.793095,natural gas fired combined cycle
7773,cats_59,no_capacity_factor,470.5849,22.6734243,0.013281799000000002,163.2,163.2,0,100.24325499999998,natural gas steam turbine
7773,cats_60,no_capacity_factor,470.5849,22.6734243,0.013281799000000002,163.2,163.2,0,100.24325499999998,natural gas steam turbine
7773,cats_61,no_capacity_factor,874.243191,13.471932000000002,0.023001417000000003,216.9,216.9,0,100.24325499999998,natural gas fired combined cycle
7773,cats_62,no_capacity_factor,874.243191,13.471932000000002,0.023001417000000003,118.9,118.9,0,100.24325499999998,natural gas fired combined cycle
7773,cats_63,no_capacity_factor,252.039838,11.920415600000002,0.11372107,106.9,106.9,0,105.01325499999997,natural gas fired combustion turbine
7773,cats_64,no_capacity_factor,252.039838,11.920415600000002,0.11372107,106.9,106.9,0,105.01325499999997,natural gas fired combustion turbine
8018,cats_65,no_capacity_factor,299.16754,14.4193436,0.062009558000000006,60.5,60.5,0,79.351255,natural gas fired combustion turbine
8018,cats_66,no_capacity_factor,1481.47126,10.4426725,0.029857916,182.8,182.8,0,74.581255,natural gas fired combined cycle
8018,cats_67,no_capacity_factor,1481.47126,10.4426725,0.029857916,182.8,182.8,0,74.581255,natural gas fired combined cycle
8018,cats_68,no_capacity_factor,981.323331,13.3834953,0.019971454,264.4,264.4,0,74.581255,natural gas fired combined cycle
426,cats_69,no_capacity_factor,243.988901,11.808135700000001,0.12764742700000004,28.8,28.8,0,121.44186999999998,natural gas fired combustion turbine
426,cats_70,no_capacity_factor,243.988901,11.808135700000001,0.12764742700000004,28.8,28.8,0,121.44186999999998,natural gas fired combustion turbine
426,cats_71,no_capacity_factor,299.420007,14.41881,0.06245024,60.5,60.5,0,121.44186999999998,natural gas fired combustion turbine
426,cats_72,no_capacity_factor,299.420007,14.41881,0.06245024,60.5,60.5,0,121.44186999999998,natural gas fired combustion turbine
426,cats_73,no_capacity_factor,848.043789,15.9947772,0.032401462,71,71,0,116.67186999999998,natural gas fired combined cycle
426,cats_74,no_capacity_factor,818.239169,16.0099954,0.032621593,16,16,0,116.67186999999998,natural gas fired combined cycle
927,cats_75,no_capacity_factor,1427.41303,44.9151794,0.082991653,77,77,0,136.00011999999998,natural gas fired combustion turbine
8292,cats_76,no_capacity_factor,141.922833,15.6387635,0.201878706,24.9,24.9,0,176.442445,natural gas fired combustion turbine
8292,cats_77,no_capacity_factor,141.922833,15.6387635,0.201878706,24.9,24.9,0,176.442445,natural gas fired combustion turbine
1872,cats_78,no_capacity_factor,139.009799,16.2591415,0.17644402400000003,23.1,23.1,0,167.490355,natural gas fired combustion turbine
1872,cats_79,no_capacity_factor,139.009799,16.2591415,0.17644402400000003,23.1,23.1,0,167.490355,natural gas fired combustion turbine
1872,cats_80,no_capacity_factor,139.009799,16.2591415,0.17644402400000003,23.1,23.1,0,167.490355,natural gas fired combustion turbine
1872,cats_81,no_capacity_factor,139.009799,16.2591415,0.17644402400000003,23.1,23.1,0,167.490355,natural gas fired combustion turbine
8813,cats_82,no_capacity_factor,1427.41303,44.9151794,0.082991653,32.3,32.3,0,150.316555,natural gas fired combustion turbine
8813,cats_83,no_capacity_factor,1427.41303,44.9151794,0.082991653,32.3,32.3,0,150.316555,natural gas fired combustion turbine
2409,cats_84,no_capacity_factor,315.964182,13.502241700000003,0.051140815,3.9,3.9,0,162.18523,natural gas fired combustion turbine
2409,cats_85,no_capacity_factor,315.964182,13.502241700000003,0.051140815,3.9,3.9,0,162.18523,natural gas fired combustion turbine
1801,cats_86,no_capacity_factor,438.904604,16.3717118,0.061066146,37.7,37.7,0,89.96364999999999,natural gas fired combined cycle
1801,cats_87,no_capacity_factor,628.261588,7.47471435,0.090857025,60.5,60.5,0,89.96364999999999,natural gas fired combined cycle
1801,cats_88,no_capacity_factor,74.6992503,6.603145,0.018728377,8.4,8.4,0,94.73364999999998,natural gas internal combustion engine
1801,cats_89,no_capacity_factor,74.6992503,6.603145,0.018728377,8.4,8.4,0,94.73364999999998,natural gas internal combustion engine
1801,cats_90,no_capacity_factor,74.6992503,6.603145,0.018728377,8.4,8.4,0,94.73364999999998,natural gas internal combustion engine
1801,cats_91,no_capacity_factor,74.6992503,6.603145,0.018728377,8.4,8.4,0,94.73364999999998,natural gas internal combustion engine
1801,cats_92,no_capacity_factor,74.6992503,6.603145,0.018728377,8.4,8.4,0,94.73364999999998,natural gas internal combustion engine
1801,cats_93,no_capacity_factor,74.6992503,6.603145,0.018728377,8.4,8.4,0,94.73364999999998,natural gas internal combustion engine
1801,cats_94,no_capacity_factor,283.573452,14.5116537,0.055551504,50.4,50.4,0,94.73364999999998,natural gas fired combustion turbine
1499,cats_95,no_capacity_factor,135.454897,17.2716389,0.151710181,18,18,0,127.6073893556701,natural gas fired combustion turbine
1499,cats_96,no_capacity_factor,239.921641,11.7335702,0.23076255500000004,27.9,27.9,0,127.6073893556701,natural gas fired combustion turbine
1499,cats_97,no_capacity_factor,239.921641,11.7335702,0.23076255500000004,27.9,27.9,0,127.6073893556701,natural gas fired combustion turbine
1499,cats_98,no_capacity_factor,273.739392,16.3717118,0.09454125,26.8,26.8,0,89.67541309999999,natural gas fired combined cycle
1499,cats_99,no_capacity_factor,443.628589,7.89566926,0.14060922500000003,40,40,0,89.67541309999999,natural gas fired combined cycle
1499,cats_100,no_capacity_factor,314.917371,13.5754577,0.030947744000000003,42.5,42.5,0,89.67541309999999,natural gas fired combined cycle
2328,cats_101,no_capacity_factor,1427.41303,44.9151794,0.082991653,49.5,49.5,0,112.7464,natural gas fired combustion turbine
2328,cats_102,no_capacity_factor,1427.41303,44.9151794,0.082991653,58,58,0,112.7464,natural gas fired combustion turbine
2328,cats_103,no_capacity_factor,1427.41303,44.9151794,0.082991653,58,58,0,112.7464,natural gas fired combustion turbine
2328,cats_104,no_capacity_factor,1427.41303,44.9151794,0.082991653,58,58,0,112.7464,natural gas fired combustion turbine
1787,cats_105,no_capacity_factor,283.091952,14.5133198,0.055051166000000006,50,50,0,98.153605,natural gas fired combustion turbine
1617,cats_106,no_capacity_factor,228.006765,13.9248083,0.184893025,27.4,27.4,0,156.80608,natural gas fired combustion turbine
1617,cats_107,no_capacity_factor,228.006765,13.9248083,0.184893025,27.4,27.4,0,156.80608,natural gas fired combustion turbine
957,cats_108,no_capacity_factor,1427.41303,44.9151794,0.082991653,54,54,0,102.59510499999999,natural gas fired combustion turbine
957,cats_109,no_capacity_factor,878.874372,13.4742144,0.022715841,17.5,17.5,0,97.825105,natural gas fired combined cycle
957,cats_110,no_capacity_factor,878.874372,13.4742144,0.022715841,54,54,0,97.825105,natural gas fired combined cycle
1775,cats_111,no_capacity_factor,968.448887,9.40230679,0.047207877,49.8,49.8,0,89.88962499999998,natural gas fired combined cycle
1775,cats_112,no_capacity_factor,968.448887,9.40230679,0.047207877,49.8,49.8,0,89.88962499999998,natural gas fired combined cycle
1775,cats_113,no_capacity_factor,968.448887,9.40230679,0.047207877,49.8,49.8,0,89.88962499999998,natural gas fired combined cycle
1775,cats_114,no_capacity_factor,315.65224,12.9312538,0.076801027,44,44,0,94.65962499999998,natural gas fired combustion turbine
7882,cats_115,no_capacity_factor,2124.26732,9.82406357,0.005912852,118.7,118.7,0,83.967625,natural gas fired combined cycle
7882,cats_116,no_capacity_factor,610.242557,16.2720218,0.041625805,55.2,55.2,0,83.967625,natural gas fired combined cycle
8495,cats_117,no_capacity_factor,546.49488,48.2276671,0.8973301690000001,24.9,24.9,0,127.6073893556701,natural gas fired combustion turbine
351,cats_118,no_capacity_factor,299.758091,14.293201,0.062834015,60.5,60.5,0,114.11832999999999,natural gas fired combustion turbine
1222,cats_119,no_capacity_factor,1427.41303,44.9151794,0.082991653,58,58,0,146.89659999999998,natural gas fired combustion turbine
1821,cats_120,no_capacity_factor,1683.4498,9.8240635,0.007277085,90,90,0,90.79272999999999,natural gas fired combined cycle
1821,cats_121,no_capacity_factor,460.288776,16.3717118,0.059776720000000005,40,40,0,90.79272999999999,natural gas fired combined cycle
1443,cats_122,no_capacity_factor,315.964182,13.502241700000003,0.051140815,3.5,3.5,0,127.6073893556701,natural gas fired combustion turbine
2246,cats_123,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.5,4.5,0,188.51838999999998,natural gas fired combustion turbine
8199,cats_124,no_capacity_factor,315.964182,13.502241700000003,0.051140815,4.8,4.8,0,163.15248999999997,natural gas fired combustion turbine
989,cats_125,no_capacity_factor,315.964182,13.502241700000003,0.051140815,5.2,5.2,0,127.6073893556701,natural gas fired combustion turbine
989,cats_126,no_capacity_factor,315.964182,13.502241700000003,0.051140815,5.2,5.2,0,127.6073893556701,natural gas fired combustion turbine
1699,cats_127,no_capacity_factor,772.625301,8.94241382,0.087384278,42.4,42.4,0,115.295005,natural gas fired combined cycle
1699,cats_128,no_capacity_factor,772.625301,8.94241382,0.087384278,42.4,42.4,0,115.295005,natural gas fired combined cycle
1699,cats_129,no_capacity_factor,497.141236,8.36860157,0.109041982,40.3,40.3,0,115.295005,natural gas fired combined cycle
1699,cats_130,no_capacity_factor,1547.8861,15.236961,0.016096182000000004,9.1,9.1,0,115.295005,natural gas fired combined cycle
1699,cats_131,no_capacity_factor,1547.8861,15.236961,0.016096182000000004,40.7,40.7,0,115.295005,natural gas fired combined cycle
1699,cats_132,no_capacity_factor,1547.8861,15.236961,0.016096182000000004,5.2,5.2,0,115.295005,natural gas fired combined cycle
426,cats_133,no_capacity_factor,878.874372,13.4742144,0.022715841,10.5,10.5,0,89.67541309999999,natural gas fired combined cycle
426,cats_134,no_capacity_factor,878.874372,13.4742144,0.022715841,2.5,2.5,0,89.67541309999999,natural gas fired combined cycle
1660,cats_135,no_capacity_factor,1565.83201,9.79517349,0.025323319,90.8,90.8,0,86.839795,natural gas fired combined cycle
1660,cats_136,no_capacity_factor,479.664228,16.3717118,0.052566817,42.4,42.4,0,86.839795,natural gas fired combined cycle
8576,cats_137,no_capacity_factor,878.874372,13.4742144,0.022715841,40,40,0,89.67541309999999,natural gas fired combined cycle
8576,cats_138,no_capacity_factor,878.874372,13.4742144,0.022715841,40,40,0,89.67541309999999,natural gas fired combined cycle
8576,cats_139,no_capacity_factor,878.874372,13.4742144,0.022715841,33.5,33.5,0,89.67541309999999,natural gas fired combined cycle
1753,cats_140,no_capacity_factor,282.135082,14.5989327,0.052607649000000006,49.5,49.5,0,102.920815,natural gas fired combustion turbine
1389,cats_141,no_capacity_factor,1427.41303,44.9151794,0.082991653,34.9,34.9,0,81.19200999999998,natural gas fired combustion turbine
1389,cats_142,no_capacity_factor,1427.41303,44.9151794,0.082991653,34.9,34.9,0,81.19200999999998,natural gas fired combustion turbine
1653,cats_143,no_capacity_factor,222.512216,8.40984319,0.195165562,23.1,23.1,0,103.96424499999999,natural gas fired combined cycle
1653,cats_144,no_capacity_factor,413.488522,16.3717118,0.065412194,13.1,13.1,0,103.96424499999999,natural gas fired combined cycle
1016,cats_145,no_capacity_factor,135.454897,17.2716389,0.151710181,16.5,16.5,0,140.56992999999997,natural gas fired combustion turbine
1016,cats_146,no_capacity_factor,135.454897,17.2716389,0.151710181,16.5,16.5,0,140.56992999999997,natural gas fired combustion turbine
1665,cats_147,no_capacity_factor,439.07926,14.6687276,0.036019142000000004,75,75,0,127.94619999999999,natural gas fired combustion turbine
1665,cats_148,no_capacity_factor,439.07926,14.6687276,0.036019142000000004,75,75,0,127.94619999999999,natural gas fired combustion turbine
1665,cats_149,no_capacity_factor,439.07926,14.6687276,0.036019142000000004,75,75,0,127.94619999999999,natural gas fired combustion turbine
1665,cats_150,no_capacity_factor,439.07926,14.6687276,0.036019142000000004,75,75,0,127.94619999999999,natural gas fired combustion turbine
1251,cats_151,no_capacity_factor,315.964182,13.502241700000003,0.051140815,6,6,0,157.12685499999998,natural gas fired combustion turbine
8300,cats_152,no_capacity_factor,1427.41303,44.9151794,0.082991653,46,46,0,96.939595,natural gas fired combustion turbine
239,cats_153,no_capacity_factor,1427.41303,44.9151794,0.082991653,46,46,0,99.39229,natural gas fired combustion turbine
1072,cats_154,no_capacity_factor,74.6992503,6.603145,0.018728377,1.7,1.7,0,119.67514,natural gas internal combustion engine
1072,cats_155,no_capacity_factor,74.6992503,6.603145,0.018728377,2.1,2.1,0,119.67514,natural gas internal combustion engine
1893,cats_156,no_capacity_factor,278.475437,14.9655005,0.047345694,48.5,48.5,0,97.74893499999999,natural gas fired combustion turbine
344,cats_157,no_capacity_factor,315.964182,13.502241700000003,0.051140815,2.8,2.8,0,180.55329999999998,natural gas fired combustion turbine
344,cats_158,no_capacity_factor,315.964182,13.502241700000003,0.051140815,2.8,2.8,0,180.55329999999998,natural gas fired combustion turbine
233,cats_159,no_capacity_factor,306.536508,13.6632204,0.046815387,46,46,0,97.64529999999999,natural gas fired combustion turbine
1118,cats_160,no_capacity_factor,1547.8861,15.236961,0.016096182000000004,5.1,5.1,0,122.638285,natural gas fired combined cycle
1118,cats_161,no_capacity_factor,1547.8861,15.236961,0.016096182000000004,5.1,5.1,0,122.638285,natural gas fired combined cycle
1118,cats_162,no_capacity_factor,1547.8861,15.236961,0.016096182000000004,4.1,4.1,0,122.638285,natural gas fired combined cycle
1268,cats_163,no_capacity_factor,1427.41303,44.9151794,0.082991653,4.4,4.4,0,127.33919499999998,natural gas fired combustion turbine
1692,cats_164,no_capacity_factor,279.439595,14.906425500000001,0.047509495,48.2,48.2,0,127.6073893556701,natural gas fired combustion turbine
1665,cats_165,no_capacity_factor,434.063826,15.122921400000001,0.03564953,75,75,0,127.94619999999999,natural gas fired combustion turbine
1665,cats_166,no_capacity_factor,434.063826,15.122921400000001,0.03564953,75,75,0,127.94619999999999,natural gas fired combustion turbine
1665,cats_167,no_capacity_factor,434.063826,15.122921400000001,0.03564953,75,75,0,127.94619999999999,natural gas fired combustion turbine
1665,cats_168,no_capacity_factor,434.063826,15.122921400000001,0.03564953,75,75,0,127.94619999999999,natural gas fired combustion turbine
270,cats_169,no_capacity_factor,279.525684,12.996741,0.075282688,38.7,38.7,0,135.62999499999998,natural gas fired combustion turbine
686,cats_170,no_capacity_factor,315.964182,13.502241700000003,0.051140815,2.8,2.8,0,161.37589,natural gas fired combustion turbine
686,cats_171,no_capacity_factor,315.964182,13.502241700000003,0.051140815,3.3,3.3,0,161.37589,natural gas fired combustion turbine
363,cats_172,no_capacity_factor,340.343109,7.67744915,0.091411024,82,82,0,119.84507499999998,natural gas fired combined cycle
363,cats_173,no_capacity_factor,340.343109,7.67744915,0.091411024,82,82,0,119.84507499999998,natural gas fired combined cycle
363,cats_174,no_capacity_factor,340.343109,7.67744915,0.091411024,82,82,0,119.84507499999998,natural gas fired combined cycle
363,cats_175,no_capacity_factor,340.343109,7.67744915,0.091411024,82,82,0,119.84507499999998,natural gas fired combined cycle
363,cats_176,no_capacity_factor,454.352865,16.3717117,0.060604168,38.5,38.5,0,119.84507499999998,natural gas fired combined cycle
363,cats_177,no_capacity_factor,454.352865,16.3717117,0.060604168,38.5,38.5,0,119.84507499999998,natural gas fired combined cycle
179,cats_178,no_capacity_factor,1427.41303,44.9151794,0.082991653,49.5,49.5,0,127.6073893556701,natural gas fired combustion turbine
1893,cats_179,no_capacity_factor,135.454897,17.2716389,0.151710181,19.2,19.2,0,97.74893499999999,natural gas fired combustion turbine
1893,cats_180,no_capacity_factor,282.545376,14.5896751,0.053656297,49.5,49.5,0,97.74893499999999,natural gas fired combustion turbine
239,cats_181,no_capacity_factor,142.358645,15.2973842,0.21625254700000002,24.9,24.9,0,109.21293999999999,natural gas fired combustion turbine
239,cats_182,no_capacity_factor,142.358645,15.2973842,0.21625254700000002,24.9,24.9,0,109.21293999999999,natural gas fired combustion turbine
1666,cats_183,no_capacity_factor,144.635755,15.235242,0.223003485,24.9,24.9,0,109.73111499999999,natural gas fired combustion turbine
1666,cats_184,no_capacity_factor,144.635755,15.235242,0.223003485,24.9,24.9,0,109.73111499999999,natural gas fired combustion turbine
248,cats_185,no_capacity_factor,144.713646,15.0063715,0.224043824,24.9,24.9,0,109.92358,natural gas fired combustion turbine
248,cats_186,no_capacity_factor,144.713646,15.0063715,0.224043824,24.9,24.9,0,109.92358,natural gas fired combustion turbine
1807,cats_187,no_capacity_factor,315.964182,13.502241700000003,0.051140815,6,6,0,161.98289499999998,natural gas fired combustion turbine
384,cats_188,no_capacity_factor,907.718723,8.16964701,0.070011402,82.3,82.3,0,89.67541309999999,natural gas fired combined cycle
384,cats_189,no_capacity_factor,1243.53602,15.4560715,0.020101404,13.6,13.6,0,89.67541309999999,natural gas fired combined cycle
384,cats_190,no_capacity_factor,1243.53602,15.4560715,0.020101404,11.5,11.5,0,89.67541309999999,natural gas fired combined cycle
394,cats_191,no_capacity_factor,1427.41303,44.9151794,0.082991653,1.2,1.2,0,127.6073893556701,natural gas fired combustion turbine
253,cats_192,no_capacity_factor,303.385894,13.6886988,0.061585448,46,46,0,97.344265,natural gas fired combustion turbine
1690,cats_193,no_capacity_factor,241.314681,11.6879263,0.134825912,8.8,8.8,0,136.88842,natural gas fired combustion turbine
1690,cats_194,no_capacity_factor,241.314681,11.6879263,0.134825912,8.8,8.8,0,136.88842,natural gas fired combustion turbine
2234,cats_195,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.2,1.2,0,146.09548499999997,natural gas internal combustion engine
1533,cats_196,no_capacity_factor,365.028494,9.17539209,0.057836312,24.4,24.4,0,89.67541309999999,natural gas fired combined cycle
1533,cats_197,no_capacity_factor,376.931232,16.3717118,0.071315354,7.6,7.6,0,89.67541309999999,natural gas fired combined cycle
1920,cats_198,no_capacity_factor,315.964182,13.502241700000003,0.051140815,3.4,3.4,0,127.6073893556701,natural gas fired combustion turbine
1920,cats_199,no_capacity_factor,315.964182,13.502241700000003,0.051140815,3.4,3.4,0,127.6073893556701,natural gas fired combustion turbine
2196,cats_200,no_capacity_factor,141.739131,16.0912893,0.196394076,24,24,0,127.6073893556701,natural gas fired combustion turbine
1674,cats_201,no_capacity_factor,259.979857,12.2346869,0.10254186600000001,31.4,31.4,0,127.6073893556701,natural gas fired combustion turbine
1674,cats_202,no_capacity_factor,259.979857,12.2346869,0.10254186600000001,31.4,31.4,0,127.6073893556701,natural gas fired combustion turbine
1674,cats_203,no_capacity_factor,259.979857,12.2346869,0.10254186600000001,31.4,31.4,0,127.6073893556701,natural gas fired combustion turbine
2136,cats_204,no_capacity_factor,167.188707,7.93857786,0.22901104900000002,23,23,0,120.98999499999998,natural gas fired combined cycle
2136,cats_205,no_capacity_factor,326.812559,16.3717118,0.084897942,5.5,5.5,0,120.98999499999998,natural gas fired combined cycle
1847,cats_206,no_capacity_factor,240.823874,8.45575669,0.191234446,23.5,23.5,0,90.087025,natural gas fired combined cycle
1847,cats_207,no_capacity_factor,356.995615,16.3717118,0.076453688,7.3,7.3,0,90.087025,natural gas fired combined cycle
1455,cats_208,no_capacity_factor,247.166078,8.51894613,0.169468784,23.5,23.5,0,89.011195,natural gas fired combined cycle
1455,cats_209,no_capacity_factor,360.175305,16.3717118,0.071356362,7.6,7.6,0,89.011195,natural gas fired combined cycle
653,cats_210,no_capacity_factor,299.732541,13.0832516,0.063515954,38.9,38.9,0,137.28321999999997,natural gas fired combustion turbine
1123,cats_211,no_capacity_factor,315.964182,13.502241700000003,0.051140815,5.3,5.3,0,144.78441999999998,natural gas fired combustion turbine
1333,cats_212,no_capacity_factor,22.7651352,7.3428025,0.052644909,1,1,0,146.09548499999997,natural gas internal combustion engine
1333,cats_213,no_capacity_factor,22.7651352,7.3428025,0.052644909,0.4,0.4,0,146.09548499999997,natural gas internal combustion engine
1333,cats_214,no_capacity_factor,22.7651352,7.3428025,0.052644909,1.4,1.4,0,146.09548499999997,natural gas internal combustion engine
519,cats_215,no_capacity_factor,479.744314,16.3717118,0.052303032,14.5,14.5,0,89.67541309999999,natural gas fired combined cycle
519,cats_216,no_capacity_factor,479.744314,16.3717118,0.052303032,14.5,14.5,0,89.67541309999999,natural gas fired combined cycle
519,cats_217,no_capacity_factor,479.744314,16.3717118,0.052303032,14,14,0,89.67541309999999,natural gas fired combined cycle
253,cats_218,no_capacity_factor,241.314681,11.6879263,0.134825912,6,6,0,183.92884,natural gas fired combustion turbine
253,cats_219,no_capacity_factor,241.314681,11.6879263,0.134825912,6,6,0,183.92884,natural gas fired combustion turbine
